1UserName,2TopicID,3DocID,4ThreadID,5Parent,6Children,7Text
Zeng容luhan,0,10,3793979465890534,7,,鹿晗第一
小浪,0,11,3793979465890534,0,,谁家壕粉最弔炸[发红包][发红包][发红包]
智能手机e-life,0,0,3794264393272698,-1,"1,3,4,5",#金立ELIFE中国好歌曲# 今日，只有祈福，没有倒计时
全球头条新闻事件,0,1,3794264393272698,0,2,祈福，祝大家2015平安幸福。
洒基农民,0,2,3794264393272698,1,,哎呀。。。
无敌的猪猪侠2,0,3,3794264393272698,0,,有木有人在看
热门视频娱乐八卦,0,4,3794264393272698,0,,祈福，祝大家2015平安幸福。
IT互联网行业新闻,0,5,3794264393272698,0,,祈福，祝大家2015平安幸福。
东方眼,0,0,3794613976361280,-1,"1,2,3",#东方眼# 【嘉宾说】看姜文聊有票房：“一个人有钱就是好人，这得多没钱的人才这么聊天啊？一个人有钱，最多只能算是有钱人，不叫好人。同理，一个电影票房好也不能叫做好电影。”http://t.cn/RZGCUFG
宋_少林,0,1,3794613976361280,0,,这个我观点我赞同
沐訾you,0,2,3794613976361280,0,,俺算是败了
微博新鲜事,0,3,3794613976361280,0,"4,5,6",哪个屌丝说过有钱就是好人？[挖鼻屎][挖鼻屎]
森森剑客,0,4,3794613976361280,3,,越有钱越想做好人，但现实距离却越来越远
周周-Photographer,0,5,3794613976361280,3,,你以为票房不好，就是一定好电影么？？一定么？一定么?一定么？[偷乐][偷乐]
截图狂魔钱先生,0,6,3794613976361280,3,,我喜欢姜文说话的性格
笑西西的美小护,0,0,3795284889393877,-1,"1,2,8,9,10,11,12,13",这几天吃不好睡不好，担心会不会又被炒作成负面新闻害了单位，本来就是随手一拍留个跨年夜的纪念，没想到影响很大。现在看到成为正能量广为流传，真的很开心。我们不为出名，希望医患关系能够暖暖的出现在不久的明天。
枫枫O,0,1,3795284889393877,0,,人美，心更美
白城以北,0,2,3795284889393877,0,3,#上海外滩踩踏事故#当时非常火的一条微博配图，当事人晒正面照了。
微博新鲜事,0,3,3795284889393877,2,"4,5,6,7",[心][心]
Poison得牙,0,4,3795284889393877,3,,@虫虫khh ???
快乐小豆包V,0,5,3795284889393877,3,,[good]
饭团团饭了个团,0,6,3795284889393877,3,,随手转发正能量！辛苦了
梅团,0,7,3795284889393877,3,,[爱你]
笑西西的美小护,0,8,3795284889393877,0,,[爱你]
小喵快跑_127,0,9,3795284889393877,0,,[心]同行加油~
sspanzer0216,0,10,3795284889393877,0,,现在世人的心态已经存在了问题，医患关系、师生关系等等都是矛盾越来越突出的地方
刘医生的杜小护,0,11,3795284889393877,0,,去年的跨年夜我一个人在值班室吃泡面
云轩cmq,0,12,3795284889393877,0,,[good]
我丗六娃,0,13,3795284889393877,0,,辛苦了，你们是最可爱的人…@笑西西的美小护
全球头条新闻事件,0,0,3795577827421100,-1,"1,2,3",【懒人福利！教你10分钟做美味早餐[推荐]】元旦假期结束，又开始了忙碌的工作。上班族的你，还在为早餐发愁吗？还是边挤公交边啃包子吗？别愁了！教你快速做9种早餐，有鸡蛋三明治、香菇蒸蛋羹、鸡蛋煎饼......省时省力又美味。优质生活，从营养早餐开始。快转给你关心的TA！
蠢蛋黄俊铭,0,1,3795577827421100,0,,轉發微博
Sunshine__宁,0,2,3795577827421100,0,,每天早晨醒来有美味的早餐该多好
东莞市狼眼电子科技有限公司,0,3,3795577827421100,0,4,转发微博
Ivic-Ru,0,4,3795577827421100,3,,这个要留着
新安晚报,0,0,3795972377004836,-1,"1,2,4,9,10,11,12,13",【蚌埠杀妻冤案疑似真凶昨受审：系当地三级警督】1996年，蚌埠女子韩某在家中被害，韩某丈夫于英生蒙冤被判无期。2013年，于英生被无罪释放，同年底真凶获擒，系蚌埠交警支队三级警督武钦元。武当年对韩某有好感，趁其独自在家时进行强奸并致其死亡。于英生称司法进步代价太大。http://t.cn/RZVU3Rt
骄阳似我FRsunshine,0,1,3795972377004836,0,,你有时都怀疑公检法的人得多白痴才能导致这种冤案产生。
新安晚报,0,2,3795972377004836,0,3,#安徽杀妻冤案#【于英生向武钦元索赔147万 最大的心愿就是追责】在昨日芜湖的庭审上，真凶武钦元表示认罪，并多次说错了，“请求原谅”。据悉，于英生对武钦元提出民事赔偿诉讼共计147万元。“案件开庭只是回归正义的一个部分，希望追责程序尽快启动。” http://t.cn/RZVU3Rt
曾经的是非,0,3,3795972377004836,2,,那会到底有多少冤错案啊？
新安晚报,0,4,3795972377004836,0,5,#安徽杀妻冤案#【于英生向武钦元索赔147万 最大的心愿就是追责】在昨日芜湖的庭审上，真凶武钦元表示认罪，并多次说错了，“请求原谅”。
微博新鲜事,0,5,3795972377004836,4,"6,7,8",#安徽杀妻冤案#恶警奸杀人妻，并构陷其夫！
ldh的平凡之路,0,6,3795972377004836,5,,我的天!!!
牛牛潮流生活,0,7,3795972377004836,5,,这样的人还好意思要受害者原谅，该杀。
干了这杯鱼,0,8,3795972377004836,5,,真该死啊我操
健康快乐516699,0,9,3795972377004836,0,,中国的冤案太多了， 有人有钱就能没事，唉
蘑菇炖小鸡还是小鸡炖蘑菇_,0,10,3795972377004836,0,,17年143万太轻了，求赔钱加死刑。公检法带头作用
自由lanmei,0,11,3795972377004836,0,,当年的公检法都尼玛什么水平，水分太大了，老公强奸老婆也就算了，还致其死亡，可能吗？老兄你索赔147万太少了，这牵扯人太多了，这20年监狱不能白蹲。把这帮混蛋都得揪出来
洼地里的蛇,0,12,3795972377004836,0,,正义来得晚了，当年制造冤狱的人为什么没有被追责呢？要怎么启动呢？
一休哥方斌,0,13,3795972377004836,0,,警杀人妻，无法无天；法陷人夫，无法想象。
微博新鲜事,0,0,3796307203903130,-1,"1,3,4,5",#中国快递140亿件#【去年中国快递量世界第一 你贡献了多少？】2014年我国快递140亿件，同比增52%，居世界第一，快递业务收入2040亿。最多的一天，超过1亿快递在寄递途中。2020年，将基本实现乡乡有网点、村村通快递。今年，我国将制订一批行业标准，开展快递物料回收。你贡献了几件？（人民日报）
中国石化新闻网,0,1,3796307203903130,0,2,#午休一刻#[doge]你贡献了几件？
骷髅小丫头,0,2,3796307203903130,1,,so many
shxp001qd,0,3,3796307203903130,0,,2014年在亚马逊的快递贡献了若干件~网购很快捷，特别是买打折的摄影书很惬意~至于交通台的主持人播音，我也觉得施楠和邱磊并列个人前茅[good]，忠民和玎馨是混合播音的最佳搭档！[赞]
欧亚文化传媒学院雷霆报道小组,0,4,3796307203903130,0,,快离校了，2014，咱们的小伙伴们贡献了多少呢？@西安欧亚学院微博协会 @欧亚新媒体 @欧亚讯 @西安欧亚学院阿里小邮局
缘液,0,5,3796307203903130,0,,也真难为了快递蜀黍~怪不得老爱拿我们的快递撒气~[嘘]
青城天平,0,0,3796412078512885,-1,"1,2,6",我发表了文章 http://t.cn/RZfmjdF
天空之城19900812,0,1,3796412078512885,0,,呼格父母的赔偿金高院是否需要出来解释下，不怕你迟给可是明明没给非要说给了真的没关系吗。你当这事完了？没完，不是只有一大批黑子关注呼格家一举一动，还是有很多正义人士关注的。判不了赵志红追责不了冯志明连人家那么点赔偿金都不给，这和当年判呼格死刑的那群中院高院的狗官们有啥区别
北疆法声,0,2,3796412078512885,0,3,呼和浩特市中级人民法院受理的被告人赵志红案，赵志红最后陈述后，审判长宣布休庭。本案将在合议庭评议、审判委员会讨论后择期宣判。
微博新鲜事,0,3,3796412078512885,2,"4,5",#呼格案疑似真凶受审#择期宣判
阴阳微博5311647790,0,4,3796412078512885,3,,《胡格吉乐图冤案再审判决》
星梦之下的小吴,0,5,3796412078512885,3,,那个呼格案的制造者冯志明呢 ？怎么还没有得立案审查呢 ？
给力中国梦C,0,6,3796412078512885,0,,內蒙古热点:赵志红案最新
京法网事,0,0,3796839377276320,-1,"1,2,8,9",#陈祖明容留他人吸毒案#【预告】北京市东城区人民法院定于2015年1月9日上午9时30分，在该院（北区）第二法庭依法公开开庭审理被告人陈祖明（别名：房祖名）容留他人吸毒一案。届时，@京法网事 @北京东城法院 将对案件审理过程进行微博播报，敬请关注！
来去之间,0,1,3796839377276320,0,,[衰]（养不教父之过！！！———都是“钱多”惹的祸！）
微博新鲜事,0,2,3796839377276320,0,"3,4,5,7",房祖名9:30受审，@北京法院 @北京东城法院 直播全程，关注！
灬红红-,0,3,3796839377276320,2,,看看会怎么判呢
我就要做最刺眼的,0,4,3796839377276320,2,,正在进行时
夜复雪丶,0,5,3796839377276320,2,6,14年的吸毒队终究占了上风，嫖娼队落后真是可惜了，愿嫖娼队再接再厉，新的一年，新的希望，加油你们还有机会的～今且看 聚毒术士～房祖名！
御-剑-乘-风,0,6,3796839377276320,5,,貌似还有搞基队的说[挖鼻屎]
薇儿_wheRe,0,7,3796839377276320,2,,你要好好的 T T，知错就改 T T，虽然不知道会是什么时候，但是好想再见你 T T
墨只只,0,8,3796839377276320,0,,这种事情真是无聊的要死请以后不要推送给我了好么！！！！！！真的很烦耶！！！！！！好无力[困][困][困]。。。。
浮云,0,9,3796839377276320,0,,[围观]
东方眼,0,0,3797164709238660,-1,"1,8,9,10,11,12",#东方眼# 小崔谈到 #明星吸毒那些事# 时说：“对于这事，只有‘一失足成千古恨’，没有‘浪子回头金不换’！”今晚九点二十，东方卫视，《东方眼》。
微博新鲜事,0,1,3797164709238660,0,"2,3,4,5,6,7",#房祖名涉毒案#今日宣判引关注。如何看待明星吸毒，@崔永元 和你一起聊聊#明星吸毒那些事#。微博台网联动首个大型新闻类节目，小崔带你解读微博热点。
林姐儿飞,0,2,3797164709238660,1,,还有太多没爆光的呢，
瑷伱湜涐锝幸福,0,3,3797164709238660,1,,有钱就是任性啊！有一个牛逼的老爸更是任性！
丶陆宇,0,4,3797164709238660,1,,有钱，没办法
看自己的风景mot,0,5,3797164709238660,1,,真的不懂那东西有啥好吸的，味道不错还是很享受?
江苏上海源源,0,6,3797164709238660,1,,九点十一分直播上海，九点二十分东方眼，届时会关注。可以拿智能手机回看。
BWV243,0,7,3797164709238660,1,,这句话很结实。反正所见浪子回头的少，几乎没有
蓝色的风儿555,0,8,3797164709238660,0,,有钱，就是任性！[xkl转圈]
卓书修超,0,9,3797164709238660,0,,才搞6个月？太坑爹了。没钱估计的6年
雨中漫步-雨曦,0,10,3797164709238660,0,,才搞6个月？太坑爹了。没钱估计的6年
赫赫河里啦,0,11,3797164709238660,0,,女人不要随便给人生孩子，即使你再爱他，因为孩子童年缺失父爱而有性格缺憾，孩子的自卑阴影伴随一生，女孩儿不要自私的以为为所爱的人留后就能让负心汉回头！自爱更是一种美德
啊饱_Drawer,0,12,3797164709238660,0,,看到挂历左上那位… 唉嘛叫兽难道也沦陷了！@叫兽易小星
互联网的那点事,0,0,3800648547823015,-1,"1,3,4,5",【这就是你手机上的细菌】如果你几乎每时每刻都把手机放在身边，那你的手机上可能堆满了细菌——看看下面这些照片。研究者发现了金黄色葡萄球菌，一种致病细菌。也就是说，有20%的人长期携带这些害人的细菌，这些细菌通常会潜伏在人们的鼻道中。研究表明，手机上的有害细菌比男厕所的冲水柄要多18倍。
Ly_evilangel,0,1,3800648547823015,0,2,！
嘻哈柠檬,0,2,3800648547823015,1,,手机好脏
PNJ-Nick力,0,3,3800648547823015,0,,唔通佢就系我鼻炎嘅罪魁祸首？！！?
阐幽-授权商,0,4,3800648547823015,0,,[haha][haha][感冒][感冒][感冒][感冒]
社会网络与数据挖掘,0,5,3800648547823015,0,6,真or假？
技术宅菌,0,6,3800648547823015,5,,我来恶心恶心你们！[doge][doge][doge]
南方周末,0,0,3805777045298034,-1,"1,2,3,4,5,6,7,12",【神一样的统计法 谜一样的就业率】学生、家长，把就业率作为择校的重要依据；公众以就业率来评价学校高低；官方对就业率连续2年低于60%的专业，调减招生计划直至停招。但就业率排行榜发布后，许多学生纷纷表示，高就业率与他们的“体感”就业难度存在明显差距。http://t.cn/RZB1afw
琪_泠栀,0,1,3805777045298034,0,,自己打脸[doge]
Aries_Leung爱大大family,0,2,3805777045298034,0,,神一样的不对等
瑜19860712508fhdgh,0,3,3805777045298034,0,,这是一群闲的蛋疼的人在讨论一件毫无意义的事。这种垃圾指标统计的再精确也毫无意义。
关于长舌妇,0,4,3805777045298034,0,,签网吧的话，估计很多人就能拿毕业证了吧。。
HDYYXW,0,5,3805777045298034,0,,@河南工业大学化学化工学院团委 @环境1404团支部 @靳海芝
Libero_meow,0,6,3805777045298034,0,,@水落陌上 让我们一起做出国狗吧[呵呵]
图宾根木匠,0,7,3805777045298034,0,"8,9,10,11",“在计算就业率时，教育部统一规定的毕业生就业形式，包含灵活就业，灵活就业包括自主创业和艺术类自由职业。”所以影视类专业就业率高啊，横竖都能算艺术类自由职业。尼玛自由职业也算就业率还有必要统计就业率么？
老凳老凳,0,8,3805777045298034,7,,百分之百[呵呵]
邓吃旻,0,9,3805777045298034,7,,百分之百[呵呵]
啊砸,0,10,3805777045298034,7,,艺术类.......唉....
焦涯涯,0,11,3805777045298034,7,,不该是神一样的就业率 谜一样地统计法？
铁牛数星星,0,12,3805777045298034,0,,也就是说学校也是被逼的
陆浑戎,0,0,3814813971191024,-1,"1,3,5,7",哈佛大学【Harvard WorldMap Project】之China Map，包含交通、宗教、教育、民族语文、人口统计、能源、环境、气候、经济、边界、历史地理等，开放获取，http://t.cn/RwWhlm6 更详细介绍见：http://t.cn/RwWhlmJ
你全家博士,0,1,3814813971191024,0,2,这个实在很牛，再推一下
小智若煜,0,2,3814813971191024,1,,Mark，慢慢看
国家人文历史,0,3,3814813971191024,0,4,太强大了！！[good]
belac,0,4,3814813971191024,3,,COOL~[lxhx狂欢]
陆浑戎,0,5,3814813971191024,0,6,【Harvard WorldMap Project】， http://t.cn/zjSgIE3 總共有4819筆（China Map乃其一），似乎明白了大數據是啥東東
Mapit,0,6,3814813971191024,5,,地理信息是天然的大数据。
設計物語LAI,0,7,3814813971191024,0,8,@格拉古的猪: Great！超赞！
syndicate-po,0,8,3814813971191024,7,,哈佛么么哒！救人于水深火热之中。。
老子是陈乾的微博,0,0,3817785974805809,-1,"1,2,3,5",#315曝光台# 韵达快递在邮寄过程中告知里面商品破损并丢失，没有寄送成功，返回途中再次丢失，投诉到企业，企业一直拖拉。最后告知重量一致不予赔偿。韵达快递明智已将商品丢失 最后却以重量一直为理由拒赔，已构成诈骗和盗窃，造成我方损失综合损失近万元。请求帮助处理，谢谢！
骑牛来上微博,0,1,3817785974805809,0,,看来以后还是不能用韵达了。
进击的胡子HHHH,0,2,3817785974805809,0,,绝逼转发
_Elen__,0,3,3817785974805809,0,4,贵重急件寄顺丰并保价，那些垃圾快递很难追讨赔偿的。因为有时候那些快递很多都是外包，直属公司是管不了的
老子是陈乾的微博,0,4,3817785974805809,3,,回复@_Elen__:是啊 真是吃了个哑巴亏，运送一批商品丢了两次，说内部人没有偷我真是没法相信。
微博新鲜事,0,5,3817785974805809,0,"6,7,8",#315曝光台# 快递界出现类似情况的还真不少。
龙弦舞,0,6,3817785974805809,5,,连韵达都…到底哪家快递最保险？
矫情的奇葩呐娜,0,7,3817785974805809,5,,@翁秋强_Quentin 要不要曝光
林涵若梦,0,8,3817785974805809,5,,关注快递～～～
新浪科技,0,0,3819152177000562,-1,"1,4,5,9,11,12",【斯诺登：美中央情报局试图破解iPhone已近10年】调查新闻网站Intercept今天引述美国国家安全局前雇员斯诺登提供的文件披露，中央情报局试图破解苹果iPhone和iPad的安全保护已近10年。但并未说明美国情报机构是否成功破解了苹果的安全技术。谷歌Android手机也在破解计划之内。http://t.cn/RwrhFdW
赵岗,0,1,3819152177000562,0,"2,3",更加信任iOS，尤其是iMessage
让心变强,0,2,3819152177000562,1,,才发布七年就破解了十年太腻害
诸竹主驻,0,3,3819152177000562,1,,╮(╯▽╰)╭
孤独的--旅行者,0,4,3819152177000562,0,,【斯诺登:美中央情报局试图破解iPhone已近10年】调查新闻网站Intercept今天引述美国国家安全局前雇员斯诺登提供的文件披露，中央情报局试图破解苹果iPhone和iPad的安全保护已近10年。但并未说明美国情报机构是否成功破解了苹果的安全技术。谷歌Android手机也在破解计划之内。
李振伟leon,0,5,3819152177000562,0,6,//
天山石头,0,6,3819152177000562,5,7,我擦iphone都没满十年，ipad就更年轻了，sb骗sb！
LukeLuo昵称被抢了,0,7,3819152177000562,6,8,和IBM招聘8年经验的cloudfoundry架构师异曲同工啊
李振伟leon,0,8,3819152177000562,7,,原文“ 美国政府情报部门最早在2006年，即苹果推出首款iPhone的前1年，就开始试图破解苹果的安全保护，一直持续到苹果2010年推出iPad之后”
SaudiSulaiman,0,9,3819152177000562,0,10,iPhone发布还没有10年吧？!
新浪科技,0,10,3819152177000562,9,,Intercept报道中表示，美国政府情报部门最早在2006年，即苹果推出首款iPhone的前1年，就开始试图破解苹果的安全保护。
鸠摩智,0,11,3819152177000562,0,,[思考]
Levine____,0,12,3819152177000562,0,,第一代iPhone 2007年发布，第一代iPad 2010年才上市。莫非美国中央情报局从手机研发阶段就参与破解了？
徐达内,0,0,3821123689485638,-1,"1,4,6",我分享了@媒体札记 的文章 http://t.cn/RwFLfNB
邵明波,0,1,3821123689485638,0,"2,3",这篇才是徐达内“媒体札记”风格的标准版。
大样小样儿,0,2,3821123689485638,1,,真正的“整合”，基本是用微博“码”起来的，关键是很通畅有节奏
how_dare_you_,0,3,3821123689485638,1,,缺乏监督约束的强人政治改革容易走上邪路
十年夜雨心不冷,0,4,3821123689485638,0,5,转发微博
我在市府广场吃着炸鸡,0,5,3821123689485638,4,,何华转职昆明学院，5号早就闭嘴了，改革派官员处于低潮期！
鄧__旭,0,6,3821123689485638,0,,耐人寻味。
全球头条新闻事件,0,0,3788019225785318,-1,"1,2,5,6",【特效图：你见过“炮火”中的熊猫吗？[偷笑]】熊猫参加“枪战”，你见过吗？面对猛烈炮火，巧妙躲闪、360度翻身、打掩护、用凳子反攻…哈哈，其实这是网友做的特效图。原图在这儿↓ 熊猫迎迎，你火啦！知道吗？视频→http://t.cn/Rz85jPh
没心没肺的王一二,0,1,3788019225785318,0,,@小狮王23 看人家这身手
来福小院流浪动物救助,0,2,3788019225785318,0,"3,4",功夫熊猫！
在hanbilei,0,3,3788019225785318,2,,[哈哈]
黄伟君ba7,0,4,3788019225785318,2,,[哈哈]
沃迩碼,0,5,3788019225785318,0,,绝对的功夫熊猫，哈哈哈哈。
成败知己,0,6,3788019225785318,0,,哈哈哈哈哈哈哈。。。萌坏了~~
吃包子不寂寞,0,0,3821666813509517,-1,"1,6,7,8",Thomas Hellum:世界上最无聊的电视节目为什么让人迷得无可救药 http://t.cn/Rwk5QzU
来去之间,0,1,3821666813509517,0,"2,3,4,5",本来就是两类需求吧，电视有时候用来娱乐，但是也可以用来“营造环境氛围”，等做到一面墙那么大，可以天天放海景实况……
jetty,0,2,3821666813509517,1,,中午在办公室吃外卖，都会打开@iPanda熊猫频道 看直播，大家都吃得可香了……http://t.cn/zHkCSJ4
金山,0,3,3821666813509517,1,,聊天待客背景音
山芋姐,0,4,3821666813509517,1,,哇 这个演讲是我翻译的耶 当然也有同行的编辑 哈哈 好有成就感[害羞]
马上要低碳,0,5,3821666813509517,1,,家用pc已经倒了，电视不会[太阳]
赵添,0,6,3821666813509517,0,,a great idea...
郭了个治浩,0,7,3821666813509517,0,,最喜欢大大的电视“营造氛围”
积自马,0,8,3821666813509517,0,,“哎呦妈呀，这个不能播！”[哈哈][哈哈] 其实成功之处在于不改变时间线带来的体验感和长时间直播带来的可参与性！[good]
头条新闻,0,0,3822200472026546,-1,"1,2,3,4,5",【秦兵马俑坑首次发现最完整弓弩(图)】自2009年开始的兵马俑一号坑第三次发掘，新近有重大考古收获，首次发现最完整的一件弓弩，其弓弦、弓背、弩机等均轮廓鲜明、保存较好。其中，弓背弯曲长度145厘米，弓弦长度在120厘米至130厘米之间，据推测，弦的材质可能是动物的筋。http://t.cn/RAP3FL9
ddsr,0,1,3822200472026546,0,,这么说，老谋子巜英雄》里的箭阵是真的？！靠，牛叉的想象力！
祭司tltracyAT,0,2,3822200472026546,0,,[思考]
猪小笑,0,3,3822200472026546,0,,弓就是弓，弩就是弩，新浪小编……
全世茶,0,4,3822200472026546,0,,【茶水间】好腻害…[威武]
小公子重出江湖,0,5,3822200472026546,0,6,回复@七七煎馄饨:转这个就是给你看的?
Elanthos,0,6,3822200472026546,5,,看我多拎得清！！XDD有机会再战华山！！！
南方周末,0,0,3822855295093338,-1,"1,2,3",【连《海贼王》也有评书版】《三国演义》冰心本来并不喜欢，但经过袁阔成的再次“演义”，她不知不觉“从‘话说天下大势合久必分，分久必合’一直听到‘三分归一统’。”那是评书的又一个黄金时代，在“文革”中积聚起来的能量，通过广播一下子释放出来。http://t.cn/RAhWAbU
星星照寒,0,1,3822855295093338,0,,王玥波的评书不错
徐凤文,0,2,3822855295093338,0,,【“说一个好话” ——评书艺术这些年】这篇稿子有对@侯磊001 @故事人贾东岩 @谈曲说艺清平客 几位先生及本人的采访，还透露了本人在成都买了小半麻袋80年代评书资料的趣事。
爱泡馍的汪,0,3,3822855295093338,0,,海贼王评书版…@郭德纲 ，老师你来吧，你当路飞~
新浪财经,1,0,3820961751002836,-1,"1,2,3,4,5,8",#315曝光台#【家乐福员工：如果倒掉过期肉馅就会被扣工资】每天早上6点，家乐福员工把头一天没卖的冻乌鸡、鸡胗、猪肝等肉品食材取出，撕掉旧包装，重新包上保鲜膜，贴上新标签出售。坏掉鸡肉洗洗再卖，肉馅过期，倒在一起散着卖。员工称，“如果倒掉过期肉馅就会被扣工资”。http://t.cn/RwkVouT
骄傲倔强不服输,1,1,3820961751002836,0,,肯定不止家乐福
丁琳枫,1,2,3820961751002836,0,,每年都曝光，从未被改变[困][困]
广州仔YUYU,1,3,3820961751002836,0,,应该所有超市都这样
P2P投资圈,1,4,3820961751002836,0,,转发微博大众的生命健康就这样被忽视了吗
熊二狗,1,5,3820961751002836,0,6,真的，买到过发霉的熟食
牛肉肉来乐,1,6,3820961751002836,5,7,哥当年在商场就要管控这些。。
香小叶阿,1,7,3820961751002836,6,,太缺德了！~
evelyn艺飒,1,8,3820961751002836,0,9,一亩闲田!归隐!
微风山谷鲜果优选,1,9,3820961751002836,8,,[doge]自相残杀有意思吗
新浪财经,1,0,3821018537670226,-1,"1,2,3,4,5,6,7,8,9,10,14",#315曝光台#【央视曝光日本消费陷阱：普通牛肉冒充松阪牛肉】央视报道，北海道某家烤肉店，给顾客提供所谓“松阪牛肉”实际是产地来源不明的普通牛肉，每片约180克的冒牌牛肉，售价高达3700日元，比普通牛肉高20倍。店家见人下菜碟，冒牌牛肉从未向日本人出售，全部卖给中国游客。http://t.cn/RwkRJLJ
本是一文青,1,1,3821018537670226,0,,居然用牛肉冒充，也太死板了。。。[doge]
丷Lin丷,1,2,3821018537670226,0,,至少还是牛肉，这能接受。咱研究研究国内的餐饮行业肉比较紧要，不是么？
木叶世界的幻想,1,3,3821018537670226,0,,这东西应该自己有过使用感才购买，不然别人卖给你你都不知道是真假。
瓜皮猹,1,4,3821018537670226,0,,曝光别人有意思么？是人家能谢你还是能自己多长块肉？能不能先管管国内？
WANGGUANG_6767,1,5,3821018537670226,0,,央屎？大众速腾断轴？
西米co,1,6,3821018537670226,0,,好歹也是牛肉
河馬-同學,1,7,3821018537670226,0,,谁让他们去日本玩，活该，就卖给他们
东邪西毒2568308235,1,8,3821018537670226,0,,小日本真可耻[怒]
XFather,1,9,3821018537670226,0,,草日本CNM
新农堂钟文彬,1,10,3821018537670226,0,"11,13",这要是在中国，最后一句肯定要改:店家见人下菜，冒牌牛肉从来不买给外国游客，只卖给中国人。你们觉得呢？
烂裆,1,11,3821018537670226,10,12,回复@新农堂钟文彬:民族英雄[笑cry]
鸿钧马,1,12,3821018537670226,11,,这招是跟中国人学的，中国人把伪劣假冒产品只能卖给中国人。但日本人对本国人的良心没有坏，而中国人吗？
无忧粮品,1,13,3821018537670226,10,,那些哈日族太可悲了，不过中国的食品安全更值得引起关注！
卉娘晚晴,1,14,3821018537670226,0,15,钱多，傻逼多。
终南刺青,1,15,3821018537670226,14,16,估计@五岳散人 这种日本[doge]吃了不少。。不过就算你曝了光，姚谎人一样会吠日本狗食也比中国食品美味[挖鼻屎]
我爱看向幸福出发,1,16,3821018537670226,15,,讽刺得好
新浪财经,1,0,3823510562164463,-1,"1,2,3,4,6,7,8,9,10,12,14",#315曝光台#【315所曝汽车问题仅是冰山一角：一汽大众投诉最多】据悉，3·15被曝汽车问题仅是“冰山一角”。2014年，汽车相关(含零部件)投诉多达14379件。所受各品牌汽车投诉中，德系车排名第一！按照厂家排名，一汽大众、长安福特、上海通用、上海大众和长城汽车排在投诉前5位。http://t.cn/RAZ3Aub
草鞋屋,1,1,3823510562164463,0,,我现在开始相信日本车了，无论从产品稳定性以及售后服务
MC部队,1,2,3823510562164463,0,,大众车不能再买了，各种坑。
生活_哲学,1,3,3823510562164463,0,,一汽这个企业真是中国的耻辱。。成立将近60年，没研发过啥技术。
质量与标准化,1,4,3823510562164463,0,5,转发微博
在线投诉,1,5,3823510562164463,4,,一汽大众投诉最多！
半支香烟007,1,6,3823510562164463,0,,没有一家日系…
Ms夏夏夏夏,1,7,3823510562164463,0,,这都是made in china啊 小编就别打着德系还是日系了 都是中国产零件
阿连11阿连,1,8,3823510562164463,0,,几百公里就喊做首保，不做就说出了问题自己负责??
大道至简73,1,9,3823510562164463,0,,速腾断轴  至今无解
lascaux,1,10,3823510562164463,0,11,是不是应该算算万投比、千投比的，车都没人买哪里来的投诉。。。
cybertech_,1,11,3823510562164463,10,,说得好 朝鲜汽车还零投诉呢 小编傲娇了
王二灬kop,1,12,3823510562164463,0,13,我不管媒体有没有黑大众，反正觉得花十几万几十万买桑塔纳回家的人，也是蛮拼的
我爱看向幸福出发,1,13,3823510562164463,12,,哈哈，德国车
霾去新生,1,14,3823510562164463,0,15,德系车以2297件 15.97%  本土1697件14.03%  日系1473件10.24%  美系1283件8.92% 汽车质量投诉为5805件，售后服务投诉2038件，合同投诉3047件，价格投诉366件，安全投诉70件，虚假宣传投诉91件，假冒投诉50件，计量投诉26件，人格尊严投诉19件，其他投诉2865件…
我爱看向幸福出发,1,15,3823510562164463,14,,还是日本车最好
新浪财经,1,0,3826398168405185,-1,"1,2,3,4,5,6,7",#315曝光台#【卡地亚1年内被曝光8次 4800元皮带1个月就开裂】何先生花费4800元购买了一条卡地亚黑色皮带，材质是牛皮的。佩戴一个月，10次左右，就开裂。消费者质疑卡地亚产品质量存在问题。据悉，这是卡地亚2014年3月至2015年3月以来第八次因为质量和服务问题遭到媒体曝光。详细：http://t.cn/RAGOj70
myimmortal_moon,1,1,3826398168405185,0,,我的60一条的爱马仕质量很好啊。带了一年了~
Annyzuo,1,2,3826398168405185,0,,有钱人，没办法，也是活该。
竜旮旯胳肢懵-301,1,3,3826398168405185,0,,呵呵…啥皮能咋滴？啥牌又能咋滴？能做到原生态无缝链接吖[笑cry]
海哥-Zhang,1,4,3826398168405185,0,,世上本没有冤大头，装B的人多了，做冤大头的人也就多了。
爱哭的大喵喵,1,5,3826398168405185,0,,坑的就是你们这样的大傻
中正泰和,1,6,3826398168405185,0,,干得漂亮。
央部省中,1,7,3826398168405185,0,,活该！就应该坑这种暴发户！
新浪财经,1,0,3831128064266910,-1,"1,2,3,4,5,6",#315曝光台#【百盛超市售过期食品拒赔十倍 与消费者讨价还价】王先生在百盛超市购买400多元商品，回家后才发现其中价值376元的饼干、饮料已过期多天。百盛拒赔十倍，多次压价，同意赔5倍后又反悔，律师认为，售卖过期食品已是违法，还和消费者“讨价还价”，百盛超市的做法很可笑。http://t.cn/RASE81o
